"Town","FIPS","Year","Month","Admission Type","Measure Type","Variable","Value"
"North Canaan","0900554030","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"North Canaan","0900554030","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"North Canaan","0900554030","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"North Canaan","0900554030","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"North Canaan","0900554030","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"North Canaan","0900554030","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"North Canaan","0900554030","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2013","July","Substance Abuse","Number","DMHAS Admissions",35
"North Haven","0900954870","2013","August","Substance Abuse","Number","DMHAS Admissions",24
"North Haven","0900954870","2013","September","Substance Abuse","Number","DMHAS Admissions",20
"North Haven","0900954870","2013","October","Substance Abuse","Number","DMHAS Admissions",18
"North Haven","0900954870","2013","November","Substance Abuse","Number","DMHAS Admissions",19
"North Haven","0900954870","2013","December","Substance Abuse","Number","DMHAS Admissions",14
"North Haven","0900954870","2014","January","Substance Abuse","Number","DMHAS Admissions",21
"North Haven","0900954870","2014","February","Substance Abuse","Number","DMHAS Admissions",15
"North Haven","0900954870","2014","March","Substance Abuse","Number","DMHAS Admissions",18
"North Haven","0900954870","2014","April","Substance Abuse","Number","DMHAS Admissions",18
"North Haven","0900954870","2014","May","Substance Abuse","Number","DMHAS Admissions",13
"North Haven","0900954870","2014","June","Substance Abuse","Number","DMHAS Admissions",43
"North Haven","0900954870","2014","July","Substance Abuse","Number","DMHAS Admissions",30
"North Haven","0900954870","2014","August","Substance Abuse","Number","DMHAS Admissions",26
"North Haven","0900954870","2014","September","Substance Abuse","Number","DMHAS Admissions",23
"North Haven","0900954870","2014","October","Substance Abuse","Number","DMHAS Admissions",31
"North Haven","0900954870","2014","November","Substance Abuse","Number","DMHAS Admissions",27
"North Haven","0900954870","2014","December","Substance Abuse","Number","DMHAS Admissions",44
"North Haven","0900954870","2015","January","Substance Abuse","Number","DMHAS Admissions",33
"North Haven","0900954870","2015","February","Substance Abuse","Number","DMHAS Admissions",15
"North Haven","0900954870","2015","March","Substance Abuse","Number","DMHAS Admissions",25
"North Haven","0900954870","2015","April","Substance Abuse","Number","DMHAS Admissions",12
"North Haven","0900954870","2015","May","Substance Abuse","Number","DMHAS Admissions",23
"North Haven","0900954870","2015","June","Substance Abuse","Number","DMHAS Admissions",21
"North Haven","0900954870","2015","July","Substance Abuse","Number","DMHAS Admissions",32
"North Haven","0900954870","2015","August","Substance Abuse","Number","DMHAS Admissions",34
"North Haven","0900954870","2015","September","Substance Abuse","Number","DMHAS Admissions",30
"North Haven","0900954870","2015","October","Substance Abuse","Number","DMHAS Admissions",17
"North Haven","0900954870","2015","November","Substance Abuse","Number","DMHAS Admissions",19
"North Haven","0900954870","2015","December","Substance Abuse","Number","DMHAS Admissions",21
"North Haven","0900954870","2016","January","Substance Abuse","Number","DMHAS Admissions",16
"North Haven","0900954870","2016","February","Substance Abuse","Number","DMHAS Admissions",20
"North Haven","0900954870","2016","March","Substance Abuse","Number","DMHAS Admissions",24
"North Haven","0900954870","2016","April","Substance Abuse","Number","DMHAS Admissions",19
"North Haven","0900954870","2016","May","Substance Abuse","Number","DMHAS Admissions",22
"North Haven","0900954870","2016","June","Substance Abuse","Number","DMHAS Admissions",29
"North Haven","0900954870","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"North Haven","0900954870","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"North Stonington","0901155500","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"North Stonington","0901155500","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2013","July","Substance Abuse","Number","DMHAS Admissions",108
"Norwalk","0900156060","2013","August","Substance Abuse","Number","DMHAS Admissions",96
"Norwalk","0900156060","2013","September","Substance Abuse","Number","DMHAS Admissions",105
"Norwalk","0900156060","2013","October","Substance Abuse","Number","DMHAS Admissions",113
"Norwalk","0900156060","2013","November","Substance Abuse","Number","DMHAS Admissions",92
"Norwalk","0900156060","2013","December","Substance Abuse","Number","DMHAS Admissions",68
"Norwalk","0900156060","2014","January","Substance Abuse","Number","DMHAS Admissions",130
"Norwalk","0900156060","2014","February","Substance Abuse","Number","DMHAS Admissions",98
"Norwalk","0900156060","2014","March","Substance Abuse","Number","DMHAS Admissions",100
"Norwalk","0900156060","2014","April","Substance Abuse","Number","DMHAS Admissions",122
"Norwalk","0900156060","2014","May","Substance Abuse","Number","DMHAS Admissions",114
"Norwalk","0900156060","2014","June","Substance Abuse","Number","DMHAS Admissions",94
"Norwalk","0900156060","2014","July","Substance Abuse","Number","DMHAS Admissions",130
"Norwalk","0900156060","2014","August","Substance Abuse","Number","DMHAS Admissions",116
"Norwalk","0900156060","2014","September","Substance Abuse","Number","DMHAS Admissions",115
"Norwalk","0900156060","2014","October","Substance Abuse","Number","DMHAS Admissions",124
"Norwalk","0900156060","2014","November","Substance Abuse","Number","DMHAS Admissions",122
"Norwalk","0900156060","2014","December","Substance Abuse","Number","DMHAS Admissions",98
"Norwalk","0900156060","2015","January","Substance Abuse","Number","DMHAS Admissions",105
"Norwalk","0900156060","2015","February","Substance Abuse","Number","DMHAS Admissions",97
"Norwalk","0900156060","2015","March","Substance Abuse","Number","DMHAS Admissions",115
"Norwalk","0900156060","2015","April","Substance Abuse","Number","DMHAS Admissions",135
"Norwalk","0900156060","2015","May","Substance Abuse","Number","DMHAS Admissions",109
"Norwalk","0900156060","2015","June","Substance Abuse","Number","DMHAS Admissions",109
"Norwalk","0900156060","2015","July","Substance Abuse","Number","DMHAS Admissions",112
"Norwalk","0900156060","2015","August","Substance Abuse","Number","DMHAS Admissions",107
"Norwalk","0900156060","2015","September","Substance Abuse","Number","DMHAS Admissions",112
"Norwalk","0900156060","2015","October","Substance Abuse","Number","DMHAS Admissions",90
"Norwalk","0900156060","2015","November","Substance Abuse","Number","DMHAS Admissions",86
"Norwalk","0900156060","2015","December","Substance Abuse","Number","DMHAS Admissions",93
"Norwalk","0900156060","2016","January","Substance Abuse","Number","DMHAS Admissions",74
"Norwalk","0900156060","2016","February","Substance Abuse","Number","DMHAS Admissions",102
"Norwalk","0900156060","2016","March","Substance Abuse","Number","DMHAS Admissions",107
"Norwalk","0900156060","2016","April","Substance Abuse","Number","DMHAS Admissions",108
"Norwalk","0900156060","2016","May","Substance Abuse","Number","DMHAS Admissions",98
"Norwalk","0900156060","2016","June","Substance Abuse","Number","DMHAS Admissions",92
"Norwalk","0900156060","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Norwalk","0900156060","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2013","July","Substance Abuse","Number","DMHAS Admissions",192
"Norwich","0901156270","2013","August","Substance Abuse","Number","DMHAS Admissions",170
"Norwich","0901156270","2013","September","Substance Abuse","Number","DMHAS Admissions",155
"Norwich","0901156270","2013","October","Substance Abuse","Number","DMHAS Admissions",177
"Norwich","0901156270","2013","November","Substance Abuse","Number","DMHAS Admissions",135
"Norwich","0901156270","2013","December","Substance Abuse","Number","DMHAS Admissions",135
"Norwich","0901156270","2014","January","Substance Abuse","Number","DMHAS Admissions",148
"Norwich","0901156270","2014","February","Substance Abuse","Number","DMHAS Admissions",131
"Norwich","0901156270","2014","March","Substance Abuse","Number","DMHAS Admissions",158
"Norwich","0901156270","2014","April","Substance Abuse","Number","DMHAS Admissions",124
"Norwich","0901156270","2014","May","Substance Abuse","Number","DMHAS Admissions",136
"Norwich","0901156270","2014","June","Substance Abuse","Number","DMHAS Admissions",145
"Norwich","0901156270","2014","July","Substance Abuse","Number","DMHAS Admissions",168
"Norwich","0901156270","2014","August","Substance Abuse","Number","DMHAS Admissions",134
"Norwich","0901156270","2014","September","Substance Abuse","Number","DMHAS Admissions",139
"Norwich","0901156270","2014","October","Substance Abuse","Number","DMHAS Admissions",155
"Norwich","0901156270","2014","November","Substance Abuse","Number","DMHAS Admissions",124
"Norwich","0901156270","2014","December","Substance Abuse","Number","DMHAS Admissions",162
"Norwich","0901156270","2015","January","Substance Abuse","Number","DMHAS Admissions",132
"Norwich","0901156270","2015","February","Substance Abuse","Number","DMHAS Admissions",117
"Norwich","0901156270","2015","March","Substance Abuse","Number","DMHAS Admissions",179
"Norwich","0901156270","2015","April","Substance Abuse","Number","DMHAS Admissions",136
"Norwich","0901156270","2015","May","Substance Abuse","Number","DMHAS Admissions",140
"Norwich","0901156270","2015","June","Substance Abuse","Number","DMHAS Admissions",134
"Norwich","0901156270","2015","July","Substance Abuse","Number","DMHAS Admissions",159
"Norwich","0901156270","2015","August","Substance Abuse","Number","DMHAS Admissions",138
"Norwich","0901156270","2015","September","Substance Abuse","Number","DMHAS Admissions",145
"Norwich","0901156270","2015","October","Substance Abuse","Number","DMHAS Admissions",150
"Norwich","0901156270","2015","November","Substance Abuse","Number","DMHAS Admissions",109
"Norwich","0901156270","2015","December","Substance Abuse","Number","DMHAS Admissions",152
"Norwich","0901156270","2016","January","Substance Abuse","Number","DMHAS Admissions",149
"Norwich","0901156270","2016","February","Substance Abuse","Number","DMHAS Admissions",136
"Norwich","0901156270","2016","March","Substance Abuse","Number","DMHAS Admissions",143
"Norwich","0901156270","2016","April","Substance Abuse","Number","DMHAS Admissions",135
"Norwich","0901156270","2016","May","Substance Abuse","Number","DMHAS Admissions",114
"Norwich","0901156270","2016","June","Substance Abuse","Number","DMHAS Admissions",120
"Norwich","0901156270","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Norwich","0901156270","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Lyme","0901157040","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Old Lyme","0901157040","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Old Saybrook","0900757320","2014","July","Substance Abuse","Number","DMHAS Admissions",18
"Old Saybrook","0900757320","2014","August","Substance Abuse","Number","DMHAS Admissions",9
"Old Saybrook","0900757320","2014","September","Substance Abuse","Number","DMHAS Admissions",16
"Old Saybrook","0900757320","2014","October","Substance Abuse","Number","DMHAS Admissions",11
"Old Saybrook","0900757320","2014","November","Substance Abuse","Number","DMHAS Admissions",10
"Old Saybrook","0900757320","2014","December","Substance Abuse","Number","DMHAS Admissions",6
"Old Saybrook","0900757320","2015","January","Substance Abuse","Number","DMHAS Admissions",11
"Old Saybrook","0900757320","2015","February","Substance Abuse","Number","DMHAS Admissions",10
"Old Saybrook","0900757320","2015","March","Substance Abuse","Number","DMHAS Admissions",9
"Old Saybrook","0900757320","2015","April","Substance Abuse","Number","DMHAS Admissions",6
"Old Saybrook","0900757320","2015","May","Substance Abuse","Number","DMHAS Admissions",11
"Old Saybrook","0900757320","2015","June","Substance Abuse","Number","DMHAS Admissions",9
"Old Saybrook","0900757320","2015","July","Substance Abuse","Number","DMHAS Admissions",16
"Old Saybrook","0900757320","2015","August","Substance Abuse","Number","DMHAS Admissions",8
"Old Saybrook","0900757320","2015","September","Substance Abuse","Number","DMHAS Admissions",7
"Old Saybrook","0900757320","2015","October","Substance Abuse","Number","DMHAS Admissions",7
"Old Saybrook","0900757320","2015","November","Substance Abuse","Number","DMHAS Admissions",8
"Old Saybrook","0900757320","2015","December","Substance Abuse","Number","DMHAS Admissions",6
"Old Saybrook","0900757320","2016","January","Substance Abuse","Number","DMHAS Admissions",10
"Old Saybrook","0900757320","2016","February","Substance Abuse","Number","DMHAS Admissions",11
"Old Saybrook","0900757320","2016","March","Substance Abuse","Number","DMHAS Admissions",7
"Old Saybrook","0900757320","2016","April","Substance Abuse","Number","DMHAS Admissions",10
"Old Saybrook","0900757320","2016","May","Substance Abuse","Number","DMHAS Admissions",12
"Old Saybrook","0900757320","2016","June","Substance Abuse","Number","DMHAS Admissions",9
"Old Saybrook","0900757320","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Old Saybrook","0900757320","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
